"","skill_group_category","skill_group_name","section_name","industry_name","penetration_rate_2015","penetration_rate_2016","penetration_rate_2017","penetration_rate_2018","penetration_rate_2019"
"1729","Soft Skills","Negotiation","Professional scientific and technical activities","Biotechnology",0.00241,0.00162,0.00133,0.0015,0.00193
"1730","Soft Skills","Negotiation","Information and communication","Information Technology & Services",0.00241,0.00275,0.00207,0.00244,0.00252
"1731","Soft Skills","Negotiation","Information and communication","Publishing",0.0022,0.00201,0.00215,0.00171,0.00237
"1732","Soft Skills","Negotiation","Information and communication","Internet",0.00215,0.00233,0.00186,0.00271,0.00275
"1733","Soft Skills","Negotiation","Professional scientific and technical activities","Information Services",0.00205,0.00431,0.00426,0.00342,0.00304
"1734","Soft Skills","Negotiation","Professional scientific and technical activities","Market Research",0.00191,0.00268,0.00218,0.00306,0.00222
"1735","Soft Skills","Negotiation","Arts, entertainment and recreation","Sports",0.0018,0.00233,0.00108,0.0016,0.00159
"1736","Soft Skills","Negotiation","Information and communication","Computer Software",0.00165,0.00134,0.00161,0.00169,0.00196
"1737","Soft Skills","Negotiation","Arts, entertainment and recreation","Arts & Crafts",0.00147,0.00216,0.00208,0.00256,0.00088
"1738","Soft Skills","Negotiation","Arts, entertainment and recreation","Gambling & Casinos",0.00146,0.00067,7e-04,0.00097,0.00137
"1739","Soft Skills","Negotiation","Information and communication","Newspapers",0.00144,0.00163,0.00109,0.00115,0.00112
"1740","Soft Skills","Negotiation","Arts, entertainment and recreation","Entertainment",0.0014,0.00108,0.00082,0.00116,0.00154
"1741","Soft Skills","Negotiation","Information and communication","Broadcast Media",0.0014,0.00152,0.00067,0.00119,0.00125
"1742","Soft Skills","Negotiation","Professional scientific and technical activities","Research",0.00137,0.00125,0.00072,0.00077,0.00115
"1743","Soft Skills","Negotiation","Professional scientific and technical activities","Public Relations & Communications",0.00132,0.00207,0.00114,0.00078,0.00097
"1744","Soft Skills","Negotiation","Information and communication","Computer & Network Security",0.00109,0.00072,0.00119,0.00162,0.0013
"1745","Soft Skills","Negotiation","Information and communication","Online Media",0.00105,0.00137,0.00042,0.00073,0.00074
"1746","Soft Skills","Negotiation","Information and communication","Semiconductors",0.00089,0.00118,0.00143,0.00134,0.00141
"1747","Soft Skills","Negotiation","Information and communication","Media Production",0.00084,0.00069,8e-04,0.00062,0.00108
"1748","Soft Skills","Negotiation","Professional scientific and technical activities","Graphic Design",0.00066,0.00109,0.00041,0.00033,0.00049
"1749","Soft Skills","Negotiation","Information and communication","Computer Networking",0.00052,0.00058,0.00048,0.00168,0.00121
"1750","Soft Skills","Negotiation","Arts, entertainment and recreation","Fine Art",0.00037,0.00061,0.00033,0.00024,0.00026
"1751","Soft Skills","Problem Solving","Information and communication","Internet",0.00011,0.00011,0.00078,0.00075,0.00319
"1752","Soft Skills","Problem Solving","Professional scientific and technical activities","Accounting",1e-04,0.00023,2e-04,0.00056,0.00123
"1753","Soft Skills","Social Perceptiveness","Professional scientific and technical activities","Professional Training & Coaching",0.00072,0.00068,0.00094,0.00047,0.0018
"1754","Soft Skills","Teamwork","Arts, entertainment and recreation","Sports",0.0075,0.01022,0.0149,0.01809,0.01697
"1755","Soft Skills","Teamwork","Professional scientific and technical activities","Accounting",0.00571,0.00875,0.01181,0.01398,0.01216
"1756","Soft Skills","Teamwork","Professional scientific and technical activities","Outsourcing/Offshoring",0.00536,0.00619,0.00787,0.01101,0.01061
"1757","Soft Skills","Teamwork","Financial and insurance activities","Banking",0.00479,0.00676,0.00992,0.01161,0.01118
"1758","Soft Skills","Teamwork","Professional scientific and technical activities","Events Services",0.00454,0.0071,0.01221,0.01369,0.01204
"1759","Soft Skills","Teamwork","Financial and insurance activities","Venture Capital & Private Equity",0.00408,0.0055,0.00521,0.00914,0.00597
"1760","Soft Skills","Teamwork","Financial and insurance activities","Financial Services",0.00407,0.00581,0.00782,0.00996,0.00903
"1761","Soft Skills","Teamwork","Professional scientific and technical activities","Veterinary",0.00387,0.0055,0.00496,0.0073,0.00814
"1762","Soft Skills","Teamwork","Professional scientific and technical activities","Market Research",0.00367,0.00685,0.00871,0.01152,0.00963
"1763","Soft Skills","Teamwork","Arts, entertainment and recreation","Gambling & Casinos",0.00351,0.00454,0.008,0.01092,0.00754
"1764","Soft Skills","Teamwork","Professional scientific and technical activities","Translation & Localization",0.00349,0.0035,0.00561,0.00913,0.00764
"1765","Soft Skills","Teamwork","Manufacturing","Food Production",0.00349,0.005,0.00666,0.00996,0.00983
"1766","Soft Skills","Teamwork","Professional scientific and technical activities","Management Consulting",0.00323,0.00479,0.00752,0.00883,0.0086
"1767","Soft Skills","Teamwork","Professional scientific and technical activities","Public Relations & Communications",0.00323,0.00505,0.00798,0.01111,0.00916
"1768","Soft Skills","Teamwork","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00311,0.00476,0.00731,0.00967,0.00873
"1769","Soft Skills","Teamwork","Professional scientific and technical activities","Legal Services",0.003,0.00463,0.00723,0.00863,0.00804
"1770","Soft Skills","Teamwork","Professional scientific and technical activities","Law Practice",0.00298,0.00492,0.00722,0.01035,0.00988
"1771","Soft Skills","Teamwork","Information and communication","Internet",0.00276,0.00435,0.0059,0.0076,0.00706
"1772","Soft Skills","Teamwork","Professional scientific and technical activities","Marketing & Advertising",0.00274,0.00501,0.00727,0.00773,0.00708
"1773","Soft Skills","Teamwork","Professional scientific and technical activities","Executive Office",0.0027,0.00358,0.00497,0.0072,0.00705
"1774","Soft Skills","Teamwork","Arts, entertainment and recreation","Entertainment",0.00265,0.00424,0.00703,0.00881,0.00771
"1775","Soft Skills","Teamwork","Arts, entertainment and recreation","Museums & Institutions",0.00259,0.00406,0.00634,0.01125,0.00908
"1776","Soft Skills","Teamwork","Professional scientific and technical activities","Research",0.00247,0.00254,0.00683,0.00912,0.00784
"1777","Soft Skills","Teamwork","Financial and insurance activities","Investment Banking",0.00237,0.00324,0.00555,0.00737,0.00657
"1778","Soft Skills","Teamwork","Manufacturing","Automotive",0.0023,0.00394,0.00594,0.00744,0.00804
"1779","Soft Skills","Teamwork","Financial and insurance activities","Insurance",0.00217,0.00383,0.00573,0.00842,0.00828
"1780","Soft Skills","Teamwork","Information and communication","Telecommunications",0.00214,0.00357,0.00541,0.00789,0.00804
"1781","Soft Skills","Teamwork","Manufacturing","Pharmaceuticals",0.00209,0.00426,0.00579,0.00905,0.00837
"1782","Soft Skills","Teamwork","Financial and insurance activities","Investment Management",0.002,0.0035,0.00527,0.00619,0.00606
"1783","Soft Skills","Teamwork","Information and communication","Information Technology & Services",0.00197,0.00295,0.00469,0.00638,0.00594
"1784","Soft Skills","Teamwork","Professional scientific and technical activities","Professional Training & Coaching",0.00172,0.00253,0.00405,0.0063,0.00719
"1785","Soft Skills","Teamwork","Information and communication","Computer Software",0.00169,0.00227,0.00325,0.00467,0.0039
"1786","Soft Skills","Teamwork","Arts, entertainment and recreation","Performing Arts",0.00165,0.00289,0.00371,0.0063,0.00534
"1787","Soft Skills","Teamwork","Professional scientific and technical activities","Information Services",0.00156,0.00248,0.00381,0.00427,0.00415
"1788","Soft Skills","Teamwork","Manufacturing","Electrical & Electronic Manufacturing",0.00146,0.00228,0.00394,0.00571,0.00599
"1789","Soft Skills","Teamwork","Manufacturing","Renewables & Environment",0.00146,0.0019,0.00371,0.00606,0.00754
"1790","Soft Skills","Teamwork","Information and communication","Publishing",0.00145,0.00181,0.00301,0.00559,0.0035
"1791","Soft Skills","Teamwork","Mining and quarrying","Oil & Energy",0.00144,0.00222,0.00404,0.00595,0.00639
"1792","Soft Skills","Teamwork","Professional scientific and technical activities","Biotechnology",0.00141,0.00167,0.00278,0.00563,0.00521
"1793","Soft Skills","Teamwork","Professional scientific and technical activities","Environmental Services",0.00141,0.00248,0.00403,0.00564,0.00631
"1794","Soft Skills","Teamwork","Information and communication","Media Production",0.00123,0.00149,0.00274,0.00404,0.00362
"1795","Soft Skills","Teamwork","Information and communication","Computer Games",0.00111,0.00118,0.00213,0.00321,0.00397
"1796","Soft Skills","Teamwork","Professional scientific and technical activities","Design",0.00104,0.0018,0.00241,0.00425,0.00279
"1797","Soft Skills","Teamwork","Information and communication","Computer & Network Security",0.00097,0.00131,0.00072,0.0027,0.00178
"1798","Soft Skills","Teamwork","Professional scientific and technical activities","Architecture & Planning",0.00091,0.00166,0.00215,0.0032,0.00422
"1799","Soft Skills","Teamwork","Manufacturing","Machinery",0.00089,0.00135,0.00246,0.00387,0.00482
"1800","Soft Skills","Teamwork","Arts, entertainment and recreation","Music",0.00081,0.00187,0.00212,0.00513,0.00433
"1801","Soft Skills","Teamwork","Mining and quarrying","Mining & Metals",0.00078,0.00158,0.00178,0.00459,0.0057
"1802","Soft Skills","Teamwork","Arts, entertainment and recreation","Animation",0.00077,0.00027,0.00147,0.00287,0.00202
"1803","Soft Skills","Teamwork","Information and communication","Online Media",0.00077,0.00137,0.00358,0.00495,0.00338
"1804","Soft Skills","Teamwork","Information and communication","Computer Networking",0.00073,0.00035,0.00048,0.00293,0.00283
"1805","Soft Skills","Teamwork","Manufacturing","Aviation & Aerospace",0.00073,0.00144,0.00252,0.00544,0.00506
"1806","Soft Skills","Teamwork","Information and communication","Broadcast Media",0.00066,0.00143,0.00318,0.00424,0.00375
"1807","Soft Skills","Teamwork","Information and communication","Writing & Editing",0.00063,0.00136,0.0028,0.00453,0.00275
"1808","Soft Skills","Teamwork","Professional scientific and technical activities","Mechanical Or Industrial Engineering",6e-04,0.00241,0.00461,0.00723,0.00735
"1809","Soft Skills","Teamwork","Manufacturing","Textiles",6e-04,0.00251,0.00359,0.00565,0.007
"1810","Soft Skills","Teamwork","Professional scientific and technical activities","Photography",0.00058,0.00066,0.00094,0.00227,0.00311
"1811","Soft Skills","Teamwork","Professional scientific and technical activities","Graphic Design",0.00055,0.00073,0.00082,0.00265,0.00228
"1812","Soft Skills","Teamwork","Manufacturing","Printing",0.00055,0.00088,0.00175,0.00302,0.00258
"1813","Soft Skills","Teamwork","Manufacturing","Packaging & Containers",0.00054,0.00163,0.00185,0.00441,0.00579
"1814","Soft Skills","Teamwork","Information and communication","Newspapers",0.00052,0.00149,0.00246,0.00393,0.00471
"1815","Soft Skills","Teamwork","Manufacturing","Chemicals",0.00048,0.00219,0.00436,0.00742,0.00802
"1816","Soft Skills","Teamwork","Manufacturing","Paper & Forest Products",0.00044,0.00127,0.00125,0.00373,0.00621
"1817","Soft Skills","Teamwork","Manufacturing","Plastics",0.00038,0.00132,0.00282,0.00315,0.00435
"1818","Soft Skills","Teamwork","Information and communication","Semiconductors",0.00027,0.00042,0.00072,0.00188,0.00197
"1819","Soft Skills","Teamwork","Arts, entertainment and recreation","Fine Art",0.00025,0.00046,0.00165,0.00216,0.00256
"1820","Soft Skills","Teamwork","Information and communication","Computer Hardware",0.00025,0.00041,0.00205,0.00229,0.0028
"1821","Soft Skills","Teamwork","Manufacturing","Industrial Automation",0.00024,0.00137,0.00188,0.00362,0.00435
"1822","Soft Skills","Teamwork","Arts, entertainment and recreation","Arts & Crafts",0.00024,0.00077,0.00089,0.00209,0.00307
"1823","Soft Skills","Teamwork","Information and communication","Motion Pictures & Film",1e-04,0.00075,0.00124,0.002,0.00252
"1824","Soft Skills","Time Management","Arts, entertainment and recreation","Sports",0.00662,0.00988,0.01232,0.0141,0.01571
"1825","Soft Skills","Time Management","Professional scientific and technical activities","Events Services",0.00443,0.00603,0.00838,0.01138,0.01443
"1826","Soft Skills","Time Management","Arts, entertainment and recreation","Gambling & Casinos",0.00395,0.00521,0.00591,0.00728,0.00823
"1827","Soft Skills","Time Management","Arts, entertainment and recreation","Health, Wellness & Fitness",0.0037,0.00574,0.00779,0.00997,0.01049
"1828","Soft Skills","Time Management","Professional scientific and technical activities","Executive Office",0.00333,0.00396,0.00498,0.0072,0.0092
"1829","Soft Skills","Time Management","Professional scientific and technical activities","Law Practice",0.00328,0.00492,0.00668,0.0091,0.01013
"1830","Soft Skills","Time Management","Financial and insurance activities","Financial Services",0.0029,0.00402,0.00483,0.00596,0.00676
"1831","Soft Skills","Time Management","Professional scientific and technical activities","Accounting",0.00264,0.004,0.00494,0.0066,0.00573
"1832","Soft Skills","Time Management","Professional scientific and technical activities","Legal Services",0.00214,0.00401,0.00561,0.00721,0.00826
"1833","Soft Skills","Time Management","Professional scientific and technical activities","Outsourcing/Offshoring",0.00213,0.00295,0.00313,0.00426,0.00418
"1834","Soft Skills","Time Management","Professional scientific and technical activities","Marketing & Advertising",0.00204,0.00307,0.0043,0.00396,0.00482
"1835","Soft Skills","Time Management","Arts, entertainment and recreation","Entertainment",0.00197,0.00417,0.00609,0.00731,0.00905
"1836","Soft Skills","Time Management","Financial and insurance activities","Insurance",0.00189,0.00341,0.00484,0.00649,0.00818
"1837","Soft Skills","Time Management","Information and communication","Internet",0.00166,0.00237,0.00341,0.00371,0.00494
"1838","Soft Skills","Time Management","Arts, entertainment and recreation","Museums & Institutions",0.0016,0.00285,0.00302,0.0039,0.0103
"1839","Soft Skills","Time Management","Professional scientific and technical activities","Public Relations & Communications",0.00158,0.00298,0.0044,0.00615,0.00666
"1840","Soft Skills","Time Management","Financial and insurance activities","Banking",0.00151,0.00258,0.00156,0.00169,0.00389
"1841","Soft Skills","Time Management","Manufacturing","Automotive",0.00143,0.00217,0.00255,0.00326,0.00418
"1842","Soft Skills","Time Management","Professional scientific and technical activities","Veterinary",0.00129,0.0033,0.00451,0.00521,0.00885
"1843","Soft Skills","Time Management","Manufacturing","Food Production",0.00128,0.0013,0.00293,0.00363,0.00494
"1844","Soft Skills","Time Management","Information and communication","Computer Software",0.00111,0.00137,0.00161,0.00214,0.00271
"1845","Soft Skills","Time Management","Professional scientific and technical activities","Professional Training & Coaching",0.00109,0.00146,0.00114,0.00257,0.00442
"1846","Soft Skills","Time Management","Arts, entertainment and recreation","Performing Arts",0.00103,0.00176,0.00346,0.00439,0.00839
"1847","Soft Skills","Time Management","Professional scientific and technical activities","Market Research",0.00103,0.00134,0.00218,0.00423,0.00346
"1848","Soft Skills","Time Management","Financial and insurance activities","Venture Capital & Private Equity",0.00102,0.00147,0.00065,0.00203,0.00199
"1849","Soft Skills","Time Management","Professional scientific and technical activities","Environmental Services",0.00101,0.00144,0.00157,0.00271,0.00335
"1850","Soft Skills","Time Management","Professional scientific and technical activities","Management Consulting",0.00098,0.00132,0.00187,0.00216,0.00274
"1851","Soft Skills","Time Management","Information and communication","Telecommunications",0.00096,0.00142,0.00172,0.00238,0.00361
"1852","Soft Skills","Time Management","Financial and insurance activities","Investment Management",9e-04,0.00131,0.00207,0.00267,0.00367
"1853","Soft Skills","Time Management","Information and communication","Publishing",0.00081,0.00134,0.00144,0.00262,0.00282
"1854","Soft Skills","Time Management","Information and communication","Information Technology & Services",0.00072,0.00108,0.00141,0.00208,0.00221
"1855","Soft Skills","Time Management","Professional scientific and technical activities","Biotechnology",7e-04,0.00104,0.00109,0.00188,0.00251
"1856","Soft Skills","Time Management","Manufacturing","Pharmaceuticals",0.00068,0.00094,0.00146,0.00235,0.00353
"1857","Soft Skills","Time Management","Professional scientific and technical activities","Research",0.00067,0.00101,0.00158,0.00254,0.00317
"1858","Soft Skills","Time Management","Professional scientific and technical activities","Design",6e-04,0.00137,0.0013,0.00199,0.00279
"1859","Soft Skills","Time Management","Financial and insurance activities","Investment Banking",0.00059,5e-04,0.00111,0.0013,0.00175
"1860","Soft Skills","Time Management","Arts, entertainment and recreation","Music",0.00059,0.00116,0.00177,0.00347,0.00491
"1861","Soft Skills","Time Management","Professional scientific and technical activities","Information Services",0.00057,0.00073,0.00067,0.00185,0.00221
"1862","Soft Skills","Time Management","Manufacturing","Machinery",0.00056,0.00058,0.00056,0.00088,0.00143
"1863","Soft Skills","Time Management","Manufacturing","Textiles",0.00053,0.00045,0.00047,0.00098,0.00181
"1864","Soft Skills","Time Management","Information and communication","Broadcast Media",0.00051,9e-04,0.00106,0.00201,0.00297
"1865","Soft Skills","Time Management","Manufacturing","Chemicals",0.00048,0.00076,0.00087,0.00142,0.0016
"1866","Soft Skills","Time Management","Manufacturing","Aviation & Aerospace",0.00046,0.00063,0.00056,0.00118,0.00184
"1867","Soft Skills","Time Management","Information and communication","Media Production",0.00044,0.00063,0.00046,0.00141,0.00226
"1868","Soft Skills","Time Management","Manufacturing","Electrical & Electronic Manufacturing",0.00042,0.00054,0.00088,0.00112,0.00165
"1869","Soft Skills","Time Management","Information and communication","Writing & Editing",0.00042,0.00087,0.00117,0.00216,0.00275
"1870","Soft Skills","Time Management","Mining and quarrying","Oil & Energy",0.00041,0.00054,0.00077,0.00131,0.00162
"1871","Soft Skills","Time Management","Manufacturing","Packaging & Containers",0.00039,0.00045,0.00062,0.00085,0.00174
"1872","Soft Skills","Time Management","Manufacturing","Plastics",0.00038,0.00033,0.00043,6e-04,0.00109
"1873","Soft Skills","Time Management","Manufacturing","Printing",0.00036,0.00077,0.00131,0.00168,0.00226
"1874","Soft Skills","Time Management","Professional scientific and technical activities","Architecture & Planning",0.00036,0.00049,0.00089,0.00136,0.00161
"1875","Soft Skills","Time Management","Information and communication","Computer Networking",0.00031,0.00012,0.00024,0.00126,0.00142
"1876","Soft Skills","Time Management","Information and communication","Newspapers",0.00031,0.00027,0.00082,0.00115,0.00067
"1877","Soft Skills","Time Management","Manufacturing","Industrial Automation",3e-04,0.00033,4e-04,0.00074,0.00057
"1878","Soft Skills","Time Management","Professional scientific and technical activities","Photography",0.00029,5e-04,0.00031,0.00126,0.00143
"1879","Soft Skills","Time Management","Professional scientific and technical activities","Mechanical Or Industrial Engineering",0.00027,0.00055,0.00062,0.00129,0.00163
"1880","Soft Skills","Time Management","Arts, entertainment and recreation","Arts & Crafts",0.00024,0.00031,3e-04,7e-04,0.00131
"1881","Soft Skills","Time Management","Manufacturing","Renewables & Environment",0.00023,0.00046,0.00042,0.00064,0.00166
"1882","Soft Skills","Time Management","Professional scientific and technical activities","Graphic Design",0.00022,0.00012,0.00021,0.00033,0.00065
"1883","Soft Skills","Time Management","Mining and quarrying","Mining & Metals",0.00021,3e-04,0.00016,0.00059,0.00076
"1884","Soft Skills","Time Management","Information and communication","Online Media",0.00019,0.00057,0.00063,0.00146,0.00191
"1885","Soft Skills","Writing","Information and communication","Writing & Editing",0.08004,0.07971,0.08373,0.08266,0.09229
"1886","Soft Skills","Writing","Information and communication","Publishing",0.04823,0.04519,0.0488,0.04725,0.04707
"1887","Soft Skills","Writing","Information and communication","Newspapers",0.02879,0.0303,0.02955,0.03257,0.03837
"1888","Soft Skills","Writing","Information and communication","Online Media",0.02213,0.0251,0.02758,0.02999,0.03842
"1889","Soft Skills","Writing","Professional scientific and technical activities","Public Relations & Communications",0.01624,0.01838,0.02199,0.02393,0.03374
"1890","Soft Skills","Writing","Information and communication","Media Production",0.01305,0.01487,0.0163,0.01924,0.0236
"1891","Soft Skills","Writing","Information and communication","Broadcast Media",0.00998,0.0108,0.01571,0.01613,0.02023
"1892","Soft Skills","Writing","Arts, entertainment and recreation","Performing Arts",0.00691,0.00793,0.00767,0.01184,0.01144
"1893","Soft Skills","Writing","Arts, entertainment and recreation","Museums & Institutions",0.00642,0.00781,0.00754,0.00872,0.00785
"1894","Soft Skills","Writing","Professional scientific and technical activities","Marketing & Advertising",0.00607,0.0071,0.00914,0.00993,0.0113
"1895","Soft Skills","Writing","Arts, entertainment and recreation","Entertainment",0.00604,0.007,0.00847,0.01118,0.01209
"1896","Soft Skills","Writing","Professional scientific and technical activities","Translation & Localization",0.00566,0.00678,0.00491,0.01001,0.01019
"1897","Soft Skills","Writing","Arts, entertainment and recreation","Fine Art",0.00407,0.0035,0.00463,0.00623,0.00486
"1898","Soft Skills","Writing","Arts, entertainment and recreation","Arts & Crafts",0.00403,0.00463,0.00625,0.00488,0.00569
"1899","Soft Skills","Writing","Information and communication","Internet",0.004,0.00455,0.00528,0.0059,0.00783
"1900","Soft Skills","Writing","Information and communication","Motion Pictures & Film",0.00395,0.00437,0.00495,0.00928,0.01085
"1901","Soft Skills","Writing","Professional scientific and technical activities","Information Services",0.00377,0.00312,0.00359,0.00427,0.00401
"1902","Soft Skills","Writing","Professional scientific and technical activities","Research",0.00335,0.0032,0.00309,0.00431,0.00536
"1903","Soft Skills","Writing","Information and communication","Computer Games",0.00222,0.00321,0.00274,0.00459,0.00376
"1904","Soft Skills","Writing","Professional scientific and technical activities","Photography",0.00217,0.00199,0.00251,0.00227,0.00335
"1905","Soft Skills","Writing","Professional scientific and technical activities","Market Research",0.00206,0.00167,0.00249,0.00212,0.0037
"1906","Soft Skills","Writing","Professional scientific and technical activities","Professional Training & Coaching",0.00195,0.0022,0.00125,0.00226,0.00352
"1907","Soft Skills","Writing","Arts, entertainment and recreation","Music",0.00184,0.00303,0.00354,0.005,0.00592
"1908","Soft Skills","Writing","Arts, entertainment and recreation","Sports",0.00172,0.00228,0.00241,0.00306,0.00438
"1909","Soft Skills","Writing","Professional scientific and technical activities","Graphic Design",0.00165,0.00145,0.00144,0.00248,0.00293
"1910","Soft Skills","Writing","Professional scientific and technical activities","Design",0.0014,0.00161,0.00204,0.00269,0.00362
"1911","Soft Skills","Writing","Manufacturing","Printing",0.00137,0.00144,0.00153,0.00184,0.00355
"1912","Soft Skills","Writing","Professional scientific and technical activities","Events Services",0.00136,0.00157,0.00144,0.0026,0.00344
"1913","Soft Skills","Writing","Information and communication","Computer Software",0.00108,0.00121,0.00168,0.00193,0.00263
"1914","Soft Skills","Writing","Arts, entertainment and recreation","Animation",0.00103,0.00266,0.00403,0.00521,0.00696
"1915","Soft Skills","Writing","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00103,0.00129,0.00112,0.00215,0.00303
"1916","Soft Skills","Writing","Manufacturing","Pharmaceuticals",0.00102,0.00079,0.00088,0.00077,0.00112
"1917","Soft Skills","Writing","Information and communication","Information Technology & Services",0.00093,0.00099,0.00124,0.00161,0.00212
"1918","Soft Skills","Writing","Professional scientific and technical activities","Law Practice",0.00089,0.00109,0.00107,0.00148,0.00173
"1919","Soft Skills","Writing","Professional scientific and technical activities","Environmental Services",0.00089,0.00074,0.00108,0.00132,0.0016
"1920","Soft Skills","Writing","Professional scientific and technical activities","Legal Services",0.00086,0.001,0.00133,0.00142,0.00143
"1921","Soft Skills","Writing","Professional scientific and technical activities","Management Consulting",0.00081,0.00097,0.00076,0.00177,0.00247
"1922","Soft Skills","Writing","Financial and insurance activities","Financial Services",0.00062,6e-04,0.00068,0.00101,0.00162
"1923","Soft Skills","Writing","Professional scientific and technical activities","Executive Office",0.00048,0.00057,0.00041,0.00029,0.00061
"1924","Soft Skills","Writing","Financial and insurance activities","Insurance",0.00044,0.00038,0.00035,0.00048,0.00076
"1925","Soft Skills","Writing","Information and communication","Computer Networking",0.00042,0.00035,0.00024,0.00021,0.00081
"1926","Soft Skills","Writing","Professional scientific and technical activities","Architecture & Planning",0.00042,0.00062,0.00038,0.00058,0.00121
"1927","Soft Skills","Writing","Professional scientific and technical activities","Accounting",4e-04,0.00034,0.00013,0.00034,0.00059
"1928","Soft Skills","Writing","Information and communication","Telecommunications",0.00036,0.00049,4e-04,0.00079,0.00115
"1929","Soft Skills","Writing","Professional scientific and technical activities","Biotechnology",3e-04,4e-04,0.00048,0.00047,0.00029
"1930","Soft Skills","Writing","Professional scientific and technical activities","Outsourcing/Offshoring",0.00029,0.00035,0.00028,5e-04,9e-04
"1931","Soft Skills","Writing","Mining and quarrying","Oil & Energy",0.00025,2e-04,0.00018,0.00012,0.00018
"1932","Soft Skills","Writing","Manufacturing","Renewables & Environment",0.00023,0.00021,0.00011,0.00032,0.00033
"1933","Soft Skills","Writing","Financial and insurance activities","Banking",0.00022,0.00023,0.00018,0.00026,0.00031
"1934","Specialized Industry Skills","Agricultural Production","Professional scientific and technical activities","Veterinary",0.02065,0.02118,0.01579,0.01599,0.02017
"1935","Specialized Industry Skills","Agricultural Production","Manufacturing","Food Production",0.00134,0.00102,0.00056,0.00055,0.00187
"1936","Specialized Industry Skills","Agricultural Production","Manufacturing","Chemicals",0.00083,5e-04,4e-04,0.00032,0.00053
"1937","Specialized Industry Skills","Agricultural Production","Professional scientific and technical activities","Research",0.00061,0.00063,0.00129,0.00077,0.00167
"1938","Specialized Industry Skills","Agricultural Production","Arts, entertainment and recreation","Museums & Institutions",0.00037,0.00045,3e-04,0.00069,0.00074
"1939","Specialized Industry Skills","Agricultural Production","Professional scientific and technical activities","Biotechnology",3e-04,0.00012,0.00012,0.00019,0.00058
"1940","Specialized Industry Skills","Agricultural Production","Financial and insurance activities","Financial Services",0.00029,0.00022,0.00018,0.00019,0.00013
"1941","Specialized Industry Skills","Agricultural Production","Professional scientific and technical activities","Environmental Services",0.00012,2e-04,0.00029,0.00015,0.00032
"1942","Specialized Industry Skills","Agronomy","Manufacturing","Chemicals",0.00034,0.00013,0.00013,0.00011,0.00021
"1943","Specialized Industry Skills","Agronomy","Professional scientific and technical activities","Environmental Services",2e-04,0.00015,0.00039,0.00037,0.00032
"1944","Specialized Industry Skills","Air Force","Manufacturing","Aviation & Aerospace",0.02319,0.01982,0.01851,0.01749,0.01495
"1945","Specialized Industry Skills","Aircraft Management","Manufacturing","Aviation & Aerospace",0.00727,0.00532,0.00486,0.00463,0.00429
"1946","Specialized Industry Skills","Airlines","Manufacturing","Aviation & Aerospace",0.01975,0.01609,0.01038,0.00926,0.00912
"1947","Specialized Industry Skills","Alcoholic Beverages","Professional scientific and technical activities","Events Services",0.00017,0.00025,0.00036,0.00039,0.00096
"1948","Specialized Industry Skills","Alcoholic Beverages","Arts, entertainment and recreation","Gambling & Casinos",0.00015,0.00017,0.00035,0.00024,0.00046
"1949","Specialized Industry Skills","Alcoholic Beverages","Arts, entertainment and recreation","Performing Arts",1e-04,0.00013,0.00025,0.00019,0.00019
"1950","Specialized Industry Skills","Anesthesiology","Professional scientific and technical activities","Veterinary",0.0028,0.00275,0.00271,0.00139,0.00212
"1951","Specialized Industry Skills","Anthropology","Arts, entertainment and recreation","Museums & Institutions",0.00049,9e-04,3e-04,0.00023,0.00025
"1952","Specialized Industry Skills","Anthropology","Professional scientific and technical activities","Environmental Services",2e-04,0.00025,0.00049,0.00029,4e-04
"1953","Specialized Industry Skills","Apparel","Manufacturing","Textiles",0.0452,0.03832,0.02965,0.02651,0.03127
"1954","Specialized Industry Skills","Apparel","Professional scientific and technical activities","Design",0.00854,0.00775,0.00557,0.00603,0.00767
"1955","Specialized Industry Skills","Apparel","Arts, entertainment and recreation","Arts & Crafts",0.00488,0.00494,0.00327,0.00302,0.00591
"1956","Specialized Industry Skills","Apparel","Professional scientific and technical activities","Photography",0.00362,0.00199,0.00125,0.00202,0.00143
"1957","Specialized Industry Skills","Apparel","Arts, entertainment and recreation","Fine Art",0.00148,0.00046,0.00033,0.00048,0.00077
"1958","Specialized Industry Skills","Apparel","Arts, entertainment and recreation","Performing Arts",0.00124,0.00076,0.00049,0.00057,0.00153
"1959","Specialized Industry Skills","Apparel","Arts, entertainment and recreation","Entertainment",0.00111,0.00064,0.00038,0.00063,0.00101
"1960","Specialized Industry Skills","Apparel","Information and communication","Publishing",0.00102,0.00101,0.00086,8e-04,0.00102
"1961","Specialized Industry Skills","Apparel","Information and communication","Internet",0.00067,0.00046,0.00039,4e-04,0.00065
"1962","Specialized Industry Skills","Apparel","Information and communication","Media Production",0.00059,0.00046,0.00057,0.00026,0.00054
"1963","Specialized Industry Skills","Apparel","Professional scientific and technical activities","Marketing & Advertising",5e-04,0.00035,0.00036,0.00031,4e-04
"1964","Specialized Industry Skills","Apparel","Arts, entertainment and recreation","Health, Wellness & Fitness",0.00037,0.00028,0.00016,0.00013,0.00026
"1965","Specialized Industry Skills","Apparel","Professional scientific and technical activities","Public Relations & Communications",0.00033,0.00025,0.00016,0.00039,0.00042
