country_code,country_name,wb_region,wb_income,isic_section_index,isic_section_name,industry_id,industry_name,growth_rate_2015,growth_rate_2016,growth_rate_2017,growth_rate_2018,growth_rate_2019
lb,Lebanon,Middle East & North Africa,Upper middle income,R,"Arts, entertainment and recreation ",38,Fine Art,-8.86%,-9.33%,-2.74%,1.37%,2.74%
lb,Lebanon,Middle East & North Africa,Upper middle income,R,"Arts, entertainment and recreation ",39,Performing Arts,-3.85%,2.00%,-1.89%,-3.77%,-5.56%
lb,Lebanon,Middle East & North Africa,Upper middle income,R,"Arts, entertainment and recreation ",111,Arts & Crafts,-6.38%,-4.44%,-3.37%,1.15%,-3.26%
lb,Lebanon,Middle East & North Africa,Upper middle income,R,"Arts, entertainment and recreation ",115,Music,-1.13%,-2.86%,-1.72%,0.00%,-0.54%
lb,Lebanon,Middle East & North Africa,Upper middle income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",-3.35%,-1.49%,0.21%,1.98%,-1.10%
lb,Lebanon,Middle East & North Africa,Upper middle income,R,"Arts, entertainment and recreation ",127,Animation,-6.25%,-5.35%,-2.05%,-0.39%,-1.12%
lk,Sri Lanka,South Asia,Lower middle income,B,Mining and quarrying,56,Mining & Metals,-2.63%,8.96%,-2.86%,-4.05%,-5.41%
lk,Sri Lanka,South Asia,Lower middle income,B,Mining and quarrying,57,Oil & Energy,0.76%,0.54%,0.61%,-1.21%,0.23%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,15,Pharmaceuticals,-2.26%,1.22%,-1.09%,-1.32%,-0.66%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,23,Food Production,-4.06%,-5.71%,0.33%,-0.63%,-0.21%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,52,Aviation & Aerospace,-5.19%,-3.35%,0.94%,-1.38%,0.00%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,53,Automotive,-1.72%,-0.55%,0.55%,-0.73%,-1.13%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,54,Chemicals,-1.24%,0.00%,-1.43%,-0.63%,-0.09%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,55,Machinery,-1.81%,-2.23%,0.42%,0.13%,-2.10%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,58,Shipbuilding,-7.69%,-3.51%,-1.79%,-2.91%,-2.31%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,60,Textiles,1.01%,-0.67%,-2.72%,-0.99%,-0.98%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,83,Printing,0.00%,1.42%,-3.65%,-0.94%,0.46%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,112,Electrical & Electronic Manufacturing,-1.45%,0.63%,0.35%,-3.30%,-0.51%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,117,Plastics,-0.99%,-2.00%,-4.04%,-3.00%,0.99%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,144,Renewables & Environment,-0.87%,-5.60%,6.73%,1.62%,1.54%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,145,"Glass, Ceramics & Concrete",1.53%,-1.04%,-1.06%,0.00%,3.17%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,146,Packaging & Containers,-3.30%,0.00%,-2.65%,1.09%,-0.26%
lk,Sri Lanka,South Asia,Lower middle income,C,Manufacturing,147,Industrial Automation,8.96%,1.35%,-1.28%,0.63%,-4.24%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,3,Computer Hardware,-6.25%,11.11%,-3.92%,-3.16%,-2.15%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,4,Computer Software,-8.92%,-7.48%,-5.75%,-3.95%,-3.12%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,5,Computer Networking,2.50%,9.09%,-2.38%,-1.20%,-8.33%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,6,Internet,-0.44%,-2.70%,-3.04%,-0.48%,-1.45%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,8,Telecommunications,-3.76%,-4.37%,-2.08%,-2.39%,-1.65%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,36,Broadcast Media,-1.98%,-1.53%,-0.25%,-0.25%,-0.49%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,81,Newspapers,-2.74%,-2.13%,-1.44%,-2.85%,-0.73%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,82,Publishing,-9.33%,-3.93%,0.58%,-1.67%,32.04%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,96,Information Technology & Services,-7.69%,-7.93%,-5.22%,-4.08%,-1.32%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,103,Writing & Editing,1.79%,0.00%,1.61%,-1.52%,3.08%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,113,Online Media,-0.75%,-0.77%,-3.94%,0.00%,0.00%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,118,Computer & Network Security,-6.79%,-5.21%,-5.63%,-2.76%,-3.11%
lk,Sri Lanka,South Asia,Lower middle income,J,Information and communication,126,Media Production,-0.26%,0.00%,0.00%,-1.36%,1.91%
lk,Sri Lanka,South Asia,Lower middle income,K,Financial and insurance activities,41,Banking,-2.50%,-1.45%,-1.75%,-1.25%,-1.27%
lk,Sri Lanka,South Asia,Lower middle income,K,Financial and insurance activities,42,Insurance,-2.49%,-2.17%,-0.31%,0.88%,0.16%
lk,Sri Lanka,South Asia,Lower middle income,K,Financial and insurance activities,43,Financial Services,-3.60%,-3.66%,-3.50%,-3.14%,-1.34%
lk,Sri Lanka,South Asia,Lower middle income,K,Financial and insurance activities,45,Investment Banking,4.76%,-2.58%,1.35%,-7.24%,-2.78%
lk,Sri Lanka,South Asia,Lower middle income,K,Financial and insurance activities,46,Investment Management,2.54%,2.94%,3.17%,2.66%,1.46%
lk,Sri Lanka,South Asia,Lower middle income,K,Financial and insurance activities,129,Capital Markets,-3.20%,-2.83%,-3.66%,-1.24%,-2.07%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,9,Law Practice,-3.23%,-3.33%,-1.69%,-3.73%,-0.86%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,10,Legal Services,0.00%,-1.25%,1.20%,1.20%,1.73%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,11,Management Consulting,-8.71%,-7.10%,-2.89%,-0.99%,-0.10%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,12,Biotechnology,1.03%,-9.57%,-7.32%,5.00%,1.14%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,47,Accounting,-7.68%,-4.92%,-5.67%,-4.95%,-2.77%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,50,Architecture & Planning,0.68%,0.67%,-2.27%,1.31%,1.26%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,70,Research,-8.72%,-3.66%,-4.26%,-1.92%,-4.14%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,76,Executive Office,-11.17%,-8.02%,-6.70%,-2.82%,-2.84%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,80,Marketing & Advertising,-4.26%,-1.07%,-2.48%,-1.89%,-1.47%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,84,Information Services,-5.63%,-1.52%,-12.68%,1.56%,4.29%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,86,Environmental Services,1.20%,3.28%,6.07%,6.06%,-2.00%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,97,Market Research,-4.42%,1.74%,-6.09%,-7.96%,0.97%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,98,Public Relations & Communications,9.64%,2.25%,0.00%,-3.00%,3.96%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,99,Design,0.24%,-1.42%,0.00%,2.82%,0.00%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,105,Professional Training & Coaching,0.00%,2.26%,2.23%,2.78%,1.06%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,110,Events Services,0.61%,-1.83%,-4.71%,-1.76%,1.74%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,123,Outsourcing/Offshoring,-10.47%,-8.19%,-8.86%,-6.58%,-3.08%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,-0.80%,0.81%,-3.25%,0.31%,0.46%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,136,Photography,0.00%,3.95%,2.47%,-1.18%,0.00%
lk,Sri Lanka,South Asia,Lower middle income,M,Professional scientific and technical activities,140,Graphic Design,-4.51%,-6.52%,-7.30%,1.56%,-0.75%
lk,Sri Lanka,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",28,Entertainment,2.02%,0.79%,-1.15%,-3.05%,-2.65%
lk,Sri Lanka,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",33,Sports,-0.55%,-5.81%,0.63%,-6.13%,-2.55%
lk,Sri Lanka,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",39,Performing Arts,-3.08%,-4.69%,-3.17%,3.28%,0.00%
lk,Sri Lanka,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",111,Arts & Crafts,-5.66%,1.96%,0.00%,0.00%,3.77%
lk,Sri Lanka,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",115,Music,-2.97%,1.03%,1.04%,0.00%,2.08%
lk,Sri Lanka,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",1.22%,3.92%,3.19%,-2.43%,-3.47%
lk,Sri Lanka,South Asia,Lower middle income,R,"Arts, entertainment and recreation ",127,Animation,0.00%,5.75%,3.26%,4.17%,6.00%
lt,Lithuania,Europe & Central Asia,High income,B,Mining and quarrying,56,Mining & Metals,-4.48%,59.32%,23.47%,5.19%,-4.11%
lt,Lithuania,Europe & Central Asia,High income,B,Mining and quarrying,57,Oil & Energy,1.68%,0.49%,6.54%,2.53%,5.74%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,15,Pharmaceuticals,0.72%,1.11%,0.92%,0.37%,-0.53%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,23,Food Production,-1.10%,-0.34%,-3.94%,-0.60%,-1.53%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,52,Aviation & Aerospace,7.69%,2.48%,13.17%,13.43%,4.64%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,53,Automotive,2.88%,3.22%,0.88%,8.92%,8.71%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,54,Chemicals,2.51%,2.12%,-1.40%,-0.35%,-1.05%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,55,Machinery,2.69%,2.70%,1.10%,-1.36%,5.96%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,58,Shipbuilding,-2.61%,0.00%,2.86%,-4.81%,3.92%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,60,Textiles,-0.46%,3.72%,-3.06%,2.18%,-1.68%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,61,Paper & Forest Products,4.88%,-1.73%,-8.94%,-14.79%,-3.47%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,83,Printing,0.33%,-0.97%,0.00%,0.00%,-0.34%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,112,Electrical & Electronic Manufacturing,0.70%,1.77%,5.37%,2.58%,-2.34%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,117,Plastics,0.00%,-4.32%,1.53%,-3.82%,0.00%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,144,Renewables & Environment,0.00%,4.26%,8.97%,5.95%,6.70%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,146,Packaging & Containers,4.00%,2.61%,5.22%,4.94%,-0.38%
lt,Lithuania,Europe & Central Asia,High income,C,Manufacturing,147,Industrial Automation,0.24%,1.72%,3.38%,-1.87%,0.23%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,3,Computer Hardware,-5.71%,-2.99%,-5.88%,3.17%,-2.99%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,4,Computer Software,2.14%,2.12%,2.50%,6.06%,4.32%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,6,Internet,4.90%,0.93%,4.82%,10.10%,8.03%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,8,Telecommunications,-2.98%,0.52%,-0.61%,-1.15%,1.61%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,35,Motion Pictures & Film,3.45%,0.00%,3.92%,7.84%,5.45%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,36,Broadcast Media,0.00%,-3.70%,4.00%,-2.58%,2.65%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,82,Publishing,-1.35%,-2.39%,0.49%,1.44%,-3.81%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,96,Information Technology & Services,0.18%,-1.61%,-2.04%,-0.19%,-1.79%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,109,Computer Games,-3.39%,-5.36%,0.93%,-7.48%,-7.34%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,113,Online Media,-5.03%,3.17%,-1.57%,-1.60%,0.53%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,118,Computer & Network Security,-5.08%,-1.79%,-10.53%,0.00%,1.79%
lt,Lithuania,Europe & Central Asia,High income,J,Information and communication,126,Media Production,3.82%,-1.74%,0.00%,-4.18%,2.15%
lt,Lithuania,Europe & Central Asia,High income,K,Financial and insurance activities,41,Banking,1.82%,2.52%,2.58%,0.30%,-2.74%
lt,Lithuania,Europe & Central Asia,High income,K,Financial and insurance activities,42,Insurance,8.72%,1.09%,-4.85%,-5.21%,-0.44%
lt,Lithuania,Europe & Central Asia,High income,K,Financial and insurance activities,43,Financial Services,1.18%,0.22%,-1.53%,0.16%,1.70%
lt,Lithuania,Europe & Central Asia,High income,K,Financial and insurance activities,45,Investment Banking,-6.35%,5.26%,-8.77%,1.85%,1.75%
lt,Lithuania,Europe & Central Asia,High income,K,Financial and insurance activities,46,Investment Management,-2.92%,12.05%,13.60%,3.23%,2.09%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,9,Law Practice,-3.06%,3.30%,-3.70%,2.79%,1.06%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,10,Legal Services,-1.62%,-2.59%,-0.75%,1.50%,2.15%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,11,Management Consulting,-2.04%,-2.48%,-1.26%,-3.32%,1.89%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,12,Biotechnology,-2.92%,-2.14%,-0.85%,-3.75%,-0.41%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,47,Accounting,-9.78%,-0.31%,-0.92%,0.62%,-1.82%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,50,Architecture & Planning,2.53%,0.85%,3.43%,3.75%,3.95%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,70,Research,2.71%,-2.87%,0.83%,0.00%,-0.77%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,80,Marketing & Advertising,0.76%,0.53%,-1.49%,0.53%,1.11%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,84,Information Services,-3.36%,0.69%,-3.55%,-9.49%,-12.61%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,86,Environmental Services,-2.45%,0.00%,-0.43%,-3.13%,1.30%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,97,Market Research,-10.69%,-9.24%,-8.27%,-1.57%,1.18%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,98,Public Relations & Communications,0.54%,0.00%,2.78%,-13.74%,4.22%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,99,Design,1.41%,-4.15%,-4.57%,-3.26%,-1.38%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,105,Professional Training & Coaching,-5.36%,-1.88%,-0.63%,-2.40%,-1.17%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,108,Translation & Localization,-5.82%,-3.98%,0.59%,-2.34%,-1.76%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,110,Events Services,1.74%,1.35%,-1.33%,-3.13%,-2.69%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,114,Nanotechnology,5.00%,0.00%,-3.45%,0.00%,-10.53%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,123,Outsourcing/Offshoring,-9.60%,-11.46%,-13.68%,-10.20%,-8.15%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,0.86%,1.76%,3.81%,-2.39%,0.14%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,136,Photography,4.69%,9.52%,6.06%,4.23%,2.74%
lt,Lithuania,Europe & Central Asia,High income,M,Professional scientific and technical activities,140,Graphic Design,-8.33%,-7.04%,5.88%,3.95%,4.94%
lt,Lithuania,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",28,Entertainment,-2.80%,-2.71%,-3.76%,-2.34%,-1.38%
lt,Lithuania,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",33,Sports,3.75%,4.55%,12.88%,9.14%,3.45%
lt,Lithuania,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",39,Performing Arts,-2.63%,-6.76%,-2.86%,2.99%,0.00%
lt,Lithuania,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",85,Libraries,-1.59%,-1.67%,-5.17%,-3.57%,-5.45%
lt,Lithuania,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",111,Arts & Crafts,12.96%,5.08%,12.90%,7.04%,-1.27%
lt,Lithuania,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",115,Music,-6.06%,-1.52%,-4.48%,1.49%,0.00%
lt,Lithuania,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",3.65%,-2.79%,0.73%,-0.36%,7.85%
lt,Lithuania,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",127,Animation,-6.78%,6.90%,-4.84%,-4.84%,1.59%
lu,Luxembourg,Europe & Central Asia,High income,B,Mining and quarrying,56,Mining & Metals,5.50%,0.93%,4.97%,4.55%,3.86%
lu,Luxembourg,Europe & Central Asia,High income,B,Mining and quarrying,57,Oil & Energy,23.96%,14.45%,13.51%,7.57%,2.75%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,15,Pharmaceuticals,30.00%,26.73%,22.68%,23.00%,3.54%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,23,Food Production,60.90%,32.21%,24.16%,10.60%,1.86%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,52,Aviation & Aerospace,32.93%,29.17%,18.71%,18.78%,6.94%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,53,Automotive,14.37%,12.14%,8.88%,6.30%,4.11%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,54,Chemicals,16.14%,10.89%,10.40%,4.84%,3.90%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,55,Machinery,17.27%,13.41%,9.04%,7.78%,0.51%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,112,Electrical & Electronic Manufacturing,21.40%,10.90%,4.79%,3.13%,4.08%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,117,Plastics,17.14%,8.00%,12.58%,1.79%,0.00%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,144,Renewables & Environment,21.88%,22.47%,17.68%,12.77%,4.31%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,145,"Glass, Ceramics & Concrete",19.44%,17.83%,4.52%,-2.84%,-2.87%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,146,Packaging & Containers,11.84%,4.64%,6.71%,1.26%,1.32%
lu,Luxembourg,Europe & Central Asia,High income,C,Manufacturing,147,Industrial Automation,20.83%,16.50%,9.91%,11.76%,10.29%
lu,Luxembourg,Europe & Central Asia,High income,J,Information and communication,4,Computer Software,31.76%,29.44%,26.16%,15.44%,6.12%
lu,Luxembourg,Europe & Central Asia,High income,J,Information and communication,6,Internet,22.68%,26.97%,27.31%,12.59%,11.50%
lu,Luxembourg,Europe & Central Asia,High income,J,Information and communication,8,Telecommunications,14.36%,8.73%,6.41%,3.91%,0.83%
lu,Luxembourg,Europe & Central Asia,High income,J,Information and communication,36,Broadcast Media,14.29%,10.42%,8.81%,10.47%,1.91%
lu,Luxembourg,Europe & Central Asia,High income,J,Information and communication,81,Newspapers,8.97%,4.08%,4.20%,4.86%,0.00%
lu,Luxembourg,Europe & Central Asia,High income,J,Information and communication,82,Publishing,13.64%,8.72%,10.71%,-2.68%,0.69%
lu,Luxembourg,Europe & Central Asia,High income,J,Information and communication,96,Information Technology & Services,27.29%,19.68%,14.86%,9.50%,4.24%
lu,Luxembourg,Europe & Central Asia,High income,J,Information and communication,118,Computer & Network Security,13.10%,25.00%,20.39%,3.91%,8.33%
lu,Luxembourg,Europe & Central Asia,High income,J,Information and communication,126,Media Production,31.58%,25.42%,4.62%,13.56%,3.39%
lu,Luxembourg,Europe & Central Asia,High income,K,Financial and insurance activities,41,Banking,11.86%,10.25%,8.69%,5.04%,3.00%
lu,Luxembourg,Europe & Central Asia,High income,K,Financial and insurance activities,42,Insurance,15.91%,15.42%,11.35%,8.52%,5.17%
lu,Luxembourg,Europe & Central Asia,High income,K,Financial and insurance activities,43,Financial Services,13.47%,9.94%,7.75%,8.24%,4.04%
lu,Luxembourg,Europe & Central Asia,High income,K,Financial and insurance activities,45,Investment Banking,54.05%,33.78%,14.10%,2.63%,8.33%
lu,Luxembourg,Europe & Central Asia,High income,K,Financial and insurance activities,46,Investment Management,17.05%,14.53%,14.32%,15.06%,5.10%
lu,Luxembourg,Europe & Central Asia,High income,K,Financial and insurance activities,106,Venture Capital & Private Equity,24.17%,16.92%,12.41%,15.53%,12.11%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,9,Law Practice,10.04%,5.66%,2.28%,2.08%,1.45%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,10,Legal Services,9.19%,5.51%,3.43%,5.10%,5.06%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,11,Management Consulting,16.03%,11.42%,8.71%,4.45%,-1.01%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,12,Biotechnology,22.35%,23.26%,10.20%,10.42%,1.79%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,47,Accounting,11.71%,12.78%,12.62%,5.18%,2.91%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,50,Architecture & Planning,9.64%,9.49%,4.61%,2.43%,2.02%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,70,Research,14.77%,11.22%,11.24%,7.71%,3.72%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,80,Marketing & Advertising,16.08%,9.90%,7.24%,6.52%,0.47%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,84,Information Services,28.87%,26.80%,19.23%,22.02%,13.01%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,86,Environmental Services,25.98%,17.04%,7.91%,15.22%,8.67%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,99,Design,23.26%,27.85%,25.30%,15.38%,4.95%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,105,Professional Training & Coaching,9.72%,11.71%,5.81%,5.08%,0.00%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,108,Translation & Localization,25.58%,14.77%,11.11%,-7.07%,3.33%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,110,Events Services,18.87%,8.41%,13.08%,3.54%,-0.87%
lu,Luxembourg,Europe & Central Asia,High income,M,Professional scientific and technical activities,135,Mechanical or Industrial Engineering,20.48%,19.33%,8.28%,7.87%,4.76%
lu,Luxembourg,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",28,Entertainment,13.92%,7.81%,11.46%,7.22%,-5.99%
lu,Luxembourg,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",33,Sports,5.67%,5.30%,2.33%,0.00%,2.96%
lu,Luxembourg,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",37,Museums & Institutions,1.28%,5.13%,2.44%,4.82%,4.49%
lu,Luxembourg,Europe & Central Asia,High income,R,"Arts, entertainment and recreation ",124,"Health, Wellness & Fitness",15.53%,16.91%,12.95%,6.67%,2.33%
lv,Latvia,Europe & Central Asia,High income,B,Mining and quarrying,56,Mining & Metals,-2.11%,3.37%,1.12%,-5.62%,-4.49%
lv,Latvia,Europe & Central Asia,High income,B,Mining and quarrying,57,Oil & Energy,0.95%,-0.60%,-2.06%,-2.16%,-0.71%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,15,Pharmaceuticals,1.66%,0.90%,0.51%,-0.25%,-0.96%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,23,Food Production,-3.49%,-2.95%,-1.03%,-3.44%,0.69%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,52,Aviation & Aerospace,9.23%,2.86%,-11.11%,-8.54%,-7.14%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,53,Automotive,0.00%,0.00%,-0.97%,1.55%,2.06%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,54,Chemicals,3.56%,-0.24%,-3.00%,-0.68%,-1.54%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,55,Machinery,0.98%,3.54%,4.46%,0.00%,0.00%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,60,Textiles,3.09%,8.60%,-4.95%,1.03%,-2.02%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,61,Paper & Forest Products,-0.81%,1.25%,1.20%,-3.52%,1.20%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,83,Printing,1.76%,8.19%,1.60%,8.54%,4.09%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,112,Electrical & Electronic Manufacturing,3.31%,-1.10%,0.28%,-2.96%,-0.27%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,144,Renewables & Environment,-15.00%,4.65%,6.59%,-8.08%,1.98%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,146,Packaging & Containers,9.35%,6.31%,0.00%,-0.88%,8.62%
lv,Latvia,Europe & Central Asia,High income,C,Manufacturing,147,Industrial Automation,-4.84%,5.04%,3.94%,5.22%,-4.79%
lv,Latvia,Europe & Central Asia,High income,J,Information and communication,4,Computer Software,6.09%,8.12%,8.11%,7.49%,9.79%
lv,Latvia,Europe & Central Asia,High income,J,Information and communication,6,Internet,6.34%,4.39%,6.40%,2.90%,1.82%
